word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
install,in'stɒ:l,v. set up for use\nv. put into an office or a position\nv. place,"vt. 安装, 安置, 使就职\n[计] 安装, 安装程序; DOS内部命令:安装常驻程序",,3,1,cet4 cet6 ky toefl ielts gre,2603,2505,d:installed/i:installing/p:installed/3:installs,,
installment,in'stɒ:lmәnt,n. a payment of part of a debt; usually paid at regular intervals\nn. a part of a published serial,"n. 就职, 装设, 分期付款\n[经] 分期付款",,,,cet6 ky toefl gre,0,10234,s:installments,,
instance,'instәns,n an occurrence of something\nn an item of information that is typical of a class or group\nv clarify by giving an example of,"n. 建议, 情况, 例子, 场合\nvt. 引以为例, 举例说明",,4,1,cet4 cet6 ky,2441,2957,s:instances/d:instanced/i:instancing/p:instanced/3:instances,,
instantaneous,.instәn'teinjәs,s. occurring with no delay,"a. 即时的, 瞬间的, 猝发的\n[机] 瞬时的",,1,,cet6 ky toefl ielts gre,14344,14192,,,
instinct,'instiŋkt,n. inborn pattern of behavior often responsive to specific stimuli\ns. (followed by `with')deeply filled or permeated,"n. 本能, 直觉\na. 充满着的",,2,,cet4 cet6 ky toefl ielts,3843,4239,s:instincts,,
institute,'institju:t,n. an association organized to promote art or science or education\nv. advance or set forth in court,"n. 学会, 学院, 协会\nvt. 创立, 开始, 制定, 任命",,4,1,gk cet4 cet6 ky toefl ielts gre,1630,7980,s:institutes/d:instituted/p:instituted/i:instituting/3:institutes,,
institution,.insti'tju:ʃәn,n. an organization founded and united for a specific purpose\nn. an establishment consisting of a building or complex of buildings where an organization for the promotion of some cause is situated\nn. a custom that for a long time has been an important feature of some group or society,"n. 机构, 惯例, 制度\n[医] 机关, 机构, 设施",,4,1,gk cet4 cet6 ky toefl ielts gre,880,987,s:institutions,,
instruct,in'strʌkt,v. give instructions or directions for some task\nv. make aware of,"vt. 教, 教育, 命令, 通知\n[法] 托办, 指导, 指示",,3,,gk cet4 cet6 ky toefl,3820,4243,d:instructed/p:instructed/i:instructing/3:instructs,,
instrument,'instrumәnt,"n. a device that requires skill for proper use\nn. the means whereby some act is accomplished\nn. a person used by another to gain an end\nv. equip with instruments for measuring, recording, or controlling","n. 工具, 手段, 仪器\n[化] 仪器",,3,1,gk cet4 cet6 ky toefl ielts,1709,1611,s:instruments,,
instrumental,.instru'mentәl,a. relating to or designed for or performed on musical instruments,"a. 仪器的, 器具的, 可作为手段的\n[医] 器械的",,1,,cet6 ky toefl ielts gre,6161,5653,s:instrumentals,,
insulate,'insjuleit,"v. protect from heat, cold, or noise by surrounding with insulating material","vt. 使绝缘, 隔离\n[医] 绝缘",,1,,cet6 ky toefl ielts gre,11805,10264,d:insulated/p:insulated/i:insulating/3:insulates/s:insulates,,
insurance,in'ʃurәns,n. promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company,"n. 保险, 保险业, 保险费\n[医] 保险",,4,1,gk cet4 cet6 ky ielts,1347,1197,s:insurances,,
intact,in'tækt,s. (of a woman) having the hymen unbroken\ns. undamaged in any way,"a. 尚未被人碰过的, 原封不动的, 完整的\n[医] 完整的, 无伤的",,2,,cet6 ky toefl ielts gre,4953,4626,,,
integral,'intigrәl,n. the result of a mathematical integration; F(x) is the integral of f(x) if dF/dx = f(x)\ns. constituting the undiminished entirety; lacking nothing essential especially not damaged\na. of or denoted by an integer,"n. 整体, 积分, 整数\na. 固有的, 整体的, 整数的, 积分的\n[计] 积分",,1,,cet6 ky toefl ielts gre,5095,5882,s:integrals,,
integrity,in'tegriti,n. an undivided or unbroken completeness or totality with nothing wanting\nn. moral soundness,"n. 正直, 廉正, 完整\n[计] 完整性",,2,,cet6 ky toefl ielts gre,4364,3464,,,
intellect,'intәlekt,n knowledge and intellectual ability\nn the capacity for rational thought or inference or discrimination\nn a person who uses the mind creatively,"n. 智力, 出众的才华, 知识分子\n[医] 智力, 才智",,1,,cet6 toefl ielts gre,8730,8849,s:intellects,,
intellectual,.intә'lektʃuәl,n. a person who uses the mind creatively\ns. of or associated with or requiring the use of the mind\na. appealing to or using the intellect,"n. 有知识者, 知识分子, 凭理智做事者\na. 智力的, 用脑力的, 聪明的",,3,,cet4 cet6 ky toefl ielts gre,3040,2857,s:intellectuals,,
intelligent,in'telidʒәnt,a. having the capacity for thought and reason especially to a high degree\ns. possessing sound knowledge\ns. endowed with the capacity to reason,"a. 聪明的, 智能的, 了解的",,3,1,cet4 cet6 ky toefl ielts,3621,3709,,,
intelligible,in'telidʒәbl,"a. well articulated or enunciated, and loud enough to be heard distinctly","a. 可理解的, 易理解的, 纯概念性的",,,,cet6 ky toefl ielts gre,14873,17337,,,
intense,in'tens,a. possessing or displaying a distinctive feature to a heightened degree\ns. (of color) having the highest saturation,"a. 非常的, 强烈的, 紧张的, 热情的\n[医] 强的",,3,,cet4 cet6 ky toefl ielts,3202,2295,,,
intensify,in'tensifai,"v. make more intense, stronger, or more marked\nv. become more intense\nv. make the chemically affected part of (a negative) denser or more opaque in order produce a stronger contrast between light and dark",vt. 加强\nvi. 强化,,2,,cet6 toefl ielts gre,6475,5921,d:intensified/p:intensified/i:intensifying/3:intensifies,,
intensive,in'tensiv,s. characterized by a high degree or intensity; often used as a combining form\na. tending to give force or emphasis\na. of agriculture; intended to increase productivity of a fixed area by expending more capital and labor,"a. 加强的, 内涵的, 集中的\nn. 加强器",,2,,cet4 cet6 ky toefl ielts,3826,4973,,,
intent,in'tent,n. the intended meaning of a communication,"n. 意图, 含义, 故意\na. 专心的, 决心的, 热心的",,2,,cet6 toefl ielts gre,4702,3961,s:intents,,
interact,.intәr'ækt,v. act together or towards others or with others,"vi. 互相影响, 交互作用\nn. 幕间剧, 幕间休息",,2,,cet6 ky toefl ielts,6221,4341,3:interacts/i:interacting/p:interacted/d:interacted,,
interaction,.intәr'ækʃәn,n. a mutual or reciprocal action; interacting\nn. (physics) the transfer of energy between elementary particles or between an elementary particle and a field or between fields; mediated by gauge bosons,"n. 交互作用, 交感\n[计] 交互作用",,,,cet4 cet6 toefl gre,2517,2075,s:interactions,,
intercourse,'intәkɒ:s,n. communication between individuals,"n. 交往, 交流\n[医] 交际, 往来",,2,,cet6 ky,6243,7736,,,
interfere,.intә'fiә,v. come between so as to be hindrance or obstacle,"vi. 妨碍, 冲突, 干涉, 抵触\n[医] 干扰, 干涉, 阻碍, 碰腿(马)",,2,,cet4 cet6 ky toefl,3769,4424,i:interfering/d:interfered/3:interferes/p:interfered,,
interim,'intәrim,"n. the time between one event, process, or period and another\ns. serving during an intermediate interval of time","a. 暂时的, 临时的, 间歇的\nn. 过渡时期",,3,,cet6 ky ielts gre,4055,6845,s:interims,,
intermittent,.intә'mitәnt,s. stopping and starting at irregular intervals,"a. 间歇的, 断断续续的\n[化] 间歇的; 间断的",,1,,cet6 ky toefl ielts gre,11287,12236,,,
internal,in'tә:nәl,a. happening or arising or located within some limits or especially surface\ns. occurring within an institution or community,"a. 内在的, 国内的\n[医] 内的, 内部的",,3,1,cet4 cet6 ky toefl ielts,1418,1728,s:internals,,
interpret,in'tә:prit,v. make sense of; assign a meaning to\nv. give an interpretation or rendition of,"vt. 解释, 演出, 翻译, 理解\nvi. 翻译, 解释",,2,1,cet4 cet6 ky toefl ielts,2094,2755,d:interpreted/i:interpreting/p:interpreted/3:interprets,,
interrupt,.intә'rʌpt,n. a signal that temporarily stops the execution of a program so that another procedure can be carried out\nv. make a break in\nv. destroy the peace or tranquility of\nv. interfere in someone else's activity,"vt. 中断, 妨碍, 插嘴\nvi. 打断\nn. 中断\n[计] 中断",,2,1,gk cet4 cet6 ky toefl gre,3386,3407,p:interrupted/d:interrupted/i:interrupting/3:interrupts/s:interrupts,,
intersection,.intә'sekʃәn,n. a point where lines intersect\nn. a junction where one street or road crosses another\nn. a point or set of points common to two or more geometric configurations,"n. 交集, 十字路口, 交叉点\n[计] 逻辑乘; 与",,,,cet6 ky toefl ielts,11897,5760,s:intersections/i:intersectioning,,
intervene,.intә'vi:n,"v. get involved, so as to alter or hinder an action, or through force or threat of force\nv. be placed or located between other things or extend between spaces and events\nv. occur between other event or between certain points of time","vi. 插入, 调停, 干涉\n[经] 进场干预",,2,,cet6 ky toefl ielts gre,3956,5091,p:intervened/d:intervened/3:intervenes/i:intervening,,
intimate,'intimәt,"v. give to understand\ns. marked by close acquaintance, association, or familiarity\ns. involved in a sexual relationship\ns. thoroughly acquainted through study or experience","a. 亲密的, 私人的, 秘密的\nvt. 暗示, 通知, 告诉\nn. 至交",,2,,cet4 cet6 ky toefl ielts gre,5263,4217,d:intimated/p:intimated/3:intimates/i:intimating,,
intimidate,in'timideit,v. make timid or fearful\nv. to compel or deter by or as if by threats,"vt. 威胁, 恐吓\n[法] 恐吓, 威胁, 使恐惧",,2,,cet4 cet6 ky toefl ielts gre,9564,6635,d:intimidated/p:intimidated/3:intimidates/i:intimidating,,
intricate,'intrikit,s. having many complexly arranged elements; elaborate,"a. 复杂的, 错综的, 缠结的, 难懂的",,1,,cet6 ky toefl ielts gre,8539,7255,i:intricating,,
intrigue,in'tri:g,n. a crafty and involved plot to achieve your (usually sinister) ends\nn. a clandestine love affair\nv. cause to be interested or curious,"n. 阴谋, 复杂的事\nvi. 密谋, 私通\nvt. 激起...的兴趣, 用诡计取得",,2,,cet6 ky toefl ielts gre,11346,7897,s:intrigues/d:intrigued/p:intrigued/i:intriguing/3:intrigues,,
intrinsic,in'trinsik,a. belonging to a thing by its very nature\ns. situated within or belonging solely to the organ or body part on which it acts,"a. 本质的, 原有的, 真正的\n[医] 内部的, 内在的",,1,,cet6 ky toefl ielts,7995,7449,s:intrinsics,,
intuition,.intju:'iʃәn,n. instinctive knowing (without the use of rational processes)\nn. an impression that something might be the case,"n. 直觉, 直觉的知识",,1,,cet6 ky toefl ielts gre,7905,8521,s:intuitions,,
invalid,in'vælid,"n. someone who is incapacitated by a chronic illness or injury\nv. force to retire, remove from active duty, as of firemen\na. having no cogency or legal force\ns. no longer valid","n. 病人, 残废者\na. 有病的, 无效的",,1,,cet6 ky toefl ielts,7986,17470,s:invalids/i:invaliding/p:invalided/3:invalids/d:invalided,,
invaluable,in'væljuәbl,"s. having incalculable monetary, intellectual, or spiritual worth","a. 无价的, 价值无法衡量的",,1,,cet6 ky toefl ielts,6383,10081,,,
invariably,in'vєәriәbli,"r without variation or change, in every case","adv. 不变化地, 恒定地, 始终如一地",,2,,cet6 ky toefl ielts,4099,7099,,,
inventory,'invәntәri,n. a detailed list of all the items in stock\nn. (accounting) the value of a firm's current assets including raw materials and work in progress and finished goods\nn. making an itemized list of merchandise or supplies on hand\nv. make or include in an itemized record or report,"n. 详细目录, 存货清单\nvt. 列入详细目录, 清点存货\n[计] 存货清单",,2,,cet6 ky toefl ielts gre,7219,3967,s:inventories/p:inventoried/d:inventoried/i:inventorying/3:inventories,,
invert,in'vә:t,"v. make an inversion (in a musical composition)\nv. reverse the position, order, relation, or condition of","a. 转化的\nvt. 使反转, 使颠倒, 使转化\nn. 颠倒的事物\n[计] 倒置; 反转",,1,,cet6 ky toefl ielts gre,20592,15967,i:inverting/s:inverts/p:inverted/3:inverts/d:inverted,,
invest,in'vest,v. make an investment\nv. furnish with power or authority; of kings or emperors\nv. provide with power and authority,"vt. 投资, 花费, 笼罩, 授予\nvi. 投资, 利用",,3,1,cet4 cet6 ky ielts,2329,2001,d:invested/i:investing/p:invested/3:invests,,
investigate,in'vestigeit,v. investigate scientifically\nv. conduct an inquiry or investigation of,"v. 调查, 审查",,4,1,cet4 cet6 ky toefl ielts gre,1708,1802,d:investigated/i:investigating/p:investigated/3:investigates,,
invisible,in'vizәbl,a. impossible or nearly impossible to see; imperceptible by the eye,"a. 看不见的, 无形的\n[经] 无形的, 表面上看不见的, 未列在公开帐目的",,2,,cet4 cet6 ky ielts,4744,3811,s:invisibles,,
involve,in'vɒlv,v. connect closely and often incriminatingly\nv. engage as a participant\nv. contain as a part\nv. occupy or engage the interest of,"vt. 包括, 使陷于, 潜心于, 包围\n[医] 累及, 牵涉, 包含",,4,1,cet4 cet6 ky toefl ielts,419,656,d:involved/i:involving/3:involves/p:involved,,
irony,'aiәrәni,n. incongruity between what might be expected and what actually occurs\nn. a trope that involves incongruity between what is expected and what occurs,"n. 反语, 讽刺, 具有讽刺意味的事",,2,,cet6 ky toefl ielts gre,5633,4338,s:ironies,,
irrespective,.iri'spektiv,r in spite of everything; without regard to drawbacks,"a. 不顾的, 无关的, 没关系的",,1,,cet6 ky ielts,0,14501,,,
irrigation,.iri'geiʃәn,n. supplying dry land with water by means of ditches etc\nn. (medicine) cleaning a wound or body organ by flushing or washing out with water or a medicated solution,"n. 灌溉, 冲洗\n[医] 冲洗法, 灌溉",,,,gk cet6 toefl ielts,12413,6974,s:irrigations,,
irritate,'iriteit,"v. excite to an abnormal condition, or chafe or inflame\nv. excite to some characteristic action or condition, such as motion, contraction, or nervous impulse, by the application of a stimulus","vt. 激怒, 使发怒, 使兴奋, 使发炎\nvi. 引起不快",,2,1,cet6 ky toefl ielts gre,7783,8466,d:irritated/p:irritated/3:irritates/i:irritating,,
isle,ail,n. a small island,"n. 小岛, 群岛\nvt. 使成为岛状\nvi. 住在岛屿上",,2,,ky ielts,3274,19025,s:isles,,
isolate,'aisәleit,v. place or set apart\nv. obtain in pure form\nv. separate (experiences) from the emotions relating to them,"vt. 使隔离, 使孤立, 使绝缘\nn. 隔离种群",,1,,cet4 cet6 ky toefl ielts gre,3830,3963,d:isolated/p:isolated/3:isolates/i:isolating/s:isolates,,
issue,'isju,n. an important question that is in dispute and must be settled\nn. one of a series published periodically\nn. the act of providing an item for general use or for official purposes (usually in quantity)\nn. supplies (as food or clothing or ammunition) issued by the government,"n. 发行, 问题, 后果, 流出, 出口, 争端\nvi. 发行, 流出, 造成...结果, 传下\nvt. 使流出, 放出, 发行, 发布, 发给",,5,1,cet4 cet6 ky toefl ielts gre,341,248,s:issues/d:issued/p:issued/i:issuing/3:issues,,
item,'aitәm,n. a distinct part that can be specified separately in a group of things that could be enumerated on a list\nn. a whole individual unit; especially when included in a list or collection\nr. (used when listing or enumerating items) also,"n. 项目, 条款, 一则, 项\n[计] 项",,4,1,cet4 ky ielts,950,1031,s:items,,
ivory,'aivәri,n. a hard smooth ivory colored dentine that makes up most of the tusks of elephants and walruses,"n. 象牙, 乳白色\na. 象牙制的, 乳白色的",,2,,cet6 ielts gre,6491,6654,s:ivories,,
jeopardize,'dʒepәdaiz,v pose a threat to; present a danger to\nv put at risk,"vt. 危害, 使受危困, 使陷危地",,1,,cet6 gre,15411,7976,d:jeopardized/i:jeopardizing/p:jeopardized/3:jeopardizes,,
jerk,dʒә:k,n. a dull stupid fatuous person\nn. an abrupt spasmodic movement\nn. (mechanics) the rate of change of acceleration\nn. raising a weight from shoulder height to above the head by straightening the arms,"n. 性情古怪的人, 急拉, 肌肉抽搐, 牛肉干\nvi. 痉挛, 急拉, 急推\nvt. 猛拉",,2,,cet6 toefl ielts gre,5897,5703,p:jerked/i:jerking/d:jerked/s:jerks/3:jerks,,
