word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,severeInappropriate
committee,12272805,The committee recommends devolution of regulatory power to the provinces.,reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
commonwealth,11502104,"Bangladesh military ranks, essentially corresponds to those used by the armed forces of the commonwealth nations.",reject,political-heavy; unnatural-English,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
compact,11867522,Pulsars are compact and rapidly rotating neutron stars which are the remains of stars that have exploded.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
comparable,9267873,Lenin is not comparable to any revolutionary figure in history. Revolutionaries have had ideals. Lenin has none.,reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
compare,12759852,Tom often shares his notes with Mary to compare their interpretations.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
compartment,10220448,Tom's duffel bag didn't fit in the overhead compartment.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
compete,9005062,"The Kabyle language can therefore compete with others, when it is necessary!",reject,obscure-background,"The sentence requires obscure names, places, history, or specialist background before it can be understood.",risk-targeted,,false
complexion,12768334,A relaxed mind shows in your complexion.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
component,10087290,There's a deeper component at work.,reject,weak-teaching-value; context-dependent,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden. The sentence is not sufficiently standalone or leaves a key reference unresolved.",risk-targeted,,false
compose,11113439,I can read French much better than I can speak or compose in it.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
